********LEGEND FOR FIELD NAMES LOCATED AT BOTTOM OF FILE************
Station_Code,isSWMP,m/d/y hh:mm,See Legend,See Legend,See Legend,C,Flag Code See Legend,mS/cm,Flag Code See Legend,psu,Flag Code See Legend,%,Flag Code See Legend,mg/L,Flag Code See Legend,m,Flag Code See Legend,m,Flag Code See Legend,Units,Flag Code See Legend,FNU/NTU,Flag Code See Legend
noczbwq,P,10/19/2022 02:30,1,1,,16.7,<0> ,44.98,<0> ,29.1,<0> ,90.7,<0> ,7.4,<0> ,0.94,<0> ,0.92,<3> [GCC],7.9,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 02:45,1,1,,16.5,<0> ,44.94,<0> ,29.1,<0> ,91.3,<0> ,7.5,<0> ,0.96,<0> ,0.94,<3> [GCC],7.9,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 03:00,1,1,,16.5,<0> ,44.95,<0> ,29.1,<0> ,91.9,<0> ,7.5,<0> ,0.97,<0> ,0.95,<3> [GCC],7.9,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 03:15,1,1,,16.5,<0> ,45.03,<0> ,29.2,<0> ,92.5,<0> ,7.6,<0> ,0.97,<0> ,0.95,<3> [GCC],7.9,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 03:30,1,1,,16.5,<0> ,45.02,<0> ,29.2,<0> ,92.8,<0> ,7.6,<0> ,0.96,<0> ,0.94,<3> [GCC],7.9,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 03:45,1,1,,16.4,<0> ,44.98,<0> ,29.1,<0> ,91.7,<0> ,7.5,<0> ,0.93,<0> ,0.91,<3> [GCC],7.9,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 04:00,1,1,,16.1,<0> ,45.00,<0> ,29.2,<0> ,90.5,<0> ,7.5,<0> ,0.90,<0> ,0.88,<3> [GCC],7.9,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 04:15,1,1,,16.0,<0> ,45.00,<0> ,29.2,<0> ,88.1,<0> ,7.3,<0> ,0.87,<0> ,0.85,<3> [GCC],7.9,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 04:30,1,1,,16.1,<0> ,45.00,<0> ,29.2,<0> ,88.9,<0> ,7.3,<0> ,0.83,<0> ,0.80,<3> [GCC],7.9,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 04:45,1,1,,15.8,<0> ,45.02,<0> ,29.2,<0> ,87.4,<0> ,7.3,<0> ,0.79,<0> ,0.76,<3> [GCC],7.8,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 05:00,1,1,,15.6,<0> ,15.46,<0> ,9.1,<0> ,85.2,<0> ,8.0,<0> ,0.76,<0> ,0.73,<3> [GCC],7.8,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 05:15,1,1,,15.5,<0> ,44.99,<0> ,29.1,<0> ,80.4,<0> ,6.7,<0> ,0.72,<0> ,0.69,<3> [GCC],7.8,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 05:30,1,1,,15.7,<0> ,45.05,<0> ,29.2,<0> ,89.2,<0> ,7.4,<0> ,0.69,<0> ,0.66,<3> [GCC],7.9,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 05:45,1,1,,15.5,<0> ,45.03,<0> ,29.2,<0> ,84.5,<0> ,7.1,<0> ,0.65,<0> ,0.62,<3> [GCC],7.9,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 06:00,1,1,,15.5,<0> ,44.98,<0> ,29.1,<0> ,87.5,<0> ,7.3,<0> ,0.62,<0> ,0.59,<3> [GCC],7.9,<1> [SPC],6,<0> ,
noczbwq,P,10/19/2022 06:15,1,1,,15.2,<0> ,45.01,<0> ,29.2,<0> ,84.2,<0> ,7.1,<0> ,0.58,<0> ,0.55,<3> [GCC],7.8,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 06:30,1,1,,15.0,<0> ,45.01,<0> ,29.2,<0> ,83.8,<0> ,7.1,<0> ,0.55,<0> ,0.51,<3> [GCC],7.8,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 06:45,1,1,,14.9,<0> ,44.99,<0> ,29.1,<0> ,84.7,<0> ,7.2,<0> ,0.52,<0> ,0.48,<3> [GCC],7.8,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 07:00,1,1,,14.8,<0> ,44.94,<0> ,29.1,<0> ,84.5,<0> ,7.2,<0> ,0.49,<0> ,0.45,<3> [GCC],7.8,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 07:15,1,1,,14.7,<0> ,34.12,<0> ,21.5,<0> ,84.9,<0> ,7.6,<0> ,0.47,<0> ,0.43,<3> [GCC],7.8,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 07:30,1,1,,14.6,<0> ,44.16,<0> ,28.5,<0> ,85.8,<0> ,7.3,<0> ,0.44,<0> ,0.40,<3> [GCC],7.8,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 07:45,1,1,,14.5,<0> ,44.93,<0> ,29.1,<0> ,86.3,<0> ,7.4,<0> ,0.42,<0> ,0.38,<3> [GCC],7.8,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 08:00,1,1,,14.4,<0> ,44.92,<0> ,29.1,<0> ,86.6,<0> ,7.4,<0> ,0.39,<0> ,0.35,<3> [GCC],7.8,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 08:15,1,1,,14.4,<0> ,44.92,<0> ,29.1,<0> ,87.9,<0> ,7.5,<0> ,0.37,<0> ,0.32,<3> [GCC],7.8,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 08:30,1,1,,14.6,<0> ,44.33,<0> ,28.7,<0> ,89.0,<0> ,7.6,<0> ,0.35,<0> ,0.30,<3> [GCC],7.8,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 08:45,1,1,,14.7,<0> ,44.92,<0> ,29.1,<0> ,90.9,<0> ,7.7,<0> ,0.33,<0> ,0.28,<3> [GCC],7.8,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 09:00,1,1,,14.8,<0> ,44.92,<0> ,29.1,<0> ,91.0,<0> ,7.7,<0> ,0.31,<0> ,0.26,<3> [GCC],7.8,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 09:15,1,1,,15.0,<0> ,44.89,<0> ,29.1,<0> ,89.9,<0> ,7.6,<0> ,0.29,<0> ,0.24,<3> [GCC],7.8,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 09:30,1,1,,15.0,<0> ,44.48,<0> ,28.8,<0> ,93.6,<0> ,7.9,<0> ,0.27,<0> ,0.22,<3> [GCC],7.8,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 09:45,1,1,,15.1,<0> ,44.84,<0> ,29.0,<0> ,93.0,<0> ,7.8,<0> ,0.27,<0> ,0.22,<3> [GCC],7.8,<1> [SPC],6,<0> ,
noczbwq,P,10/19/2022 10:00,1,1,,15.2,<0> ,44.93,<0> ,29.1,<0> ,97.6,<0> ,8.2,<0> ,0.27,<0> ,0.22,<3> [GCC],7.8,<1> [SPC],7,<0> ,
noczbwq,P,10/19/2022 10:15,1,1,,15.5,<0> ,44.93,<0> ,29.1,<0> ,99.5,<0> ,8.3,<0> ,0.29,<0> ,0.24,<3> [GCC],7.8,<1> [SPC],7,<0> ,
noczbwq,P,10/19/2022 10:30,1,1,,15.9,<0> ,44.94,<0> ,29.1,<0> ,99.8,<0> ,8.3,<0> ,0.32,<0> ,0.27,<3> [GCC],7.8,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 10:45,1,1,,16.5,<0> ,44.97,<0> ,29.1,<0> ,90.9,<0> ,7.5,<0> ,0.35,<0> ,0.30,<3> [GCC],7.7,<1> [SPC],7,<0> ,
noczbwq,P,10/19/2022 11:00,1,1,,16.4,<0> ,44.89,<0> ,29.1,<0> ,89.7,<0> ,7.4,<0> ,0.38,<0> ,0.33,<3> [GCC],7.6,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 11:15,1,1,,16.8,<0> ,44.75,<0> ,29.0,<0> ,104.6,<0> ,8.5,<0> ,0.43,<0> ,0.38,<3> [GCC],7.8,<1> [SPC],2,<0> ,
noczbwq,P,10/19/2022 11:30,1,1,,17.2,<0> ,44.56,<0> ,28.9,<0> ,107.0,<0> ,8.7,<0> ,0.48,<0> ,0.43,<3> [GCC],7.9,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 11:45,1,1,,17.5,<0> ,44.86,<0> ,29.1,<0> ,111.3,<0> ,9.0,<0> ,0.52,<0> ,0.47,<3> [GCC],7.9,<1> [SPC],2,<0> ,
noczbwq,P,10/19/2022 12:00,1,1,,17.6,<0> ,44.87,<0> ,29.1,<0> ,113.3,<0> ,9.1,<0> ,0.59,<0> ,0.54,<3> [GCC],7.9,<1> [SPC],2,<0> ,
noczbwq,P,10/19/2022 12:15,1,1,,17.3,<0> ,44.93,<0> ,29.1,<0> ,115.4,<0> ,9.3,<0> ,0.65,<0> ,0.60,<3> [GCC],8.0,<1> [SPC],2,<0> ,
noczbwq,P,10/19/2022 12:30,1,1,,17.0,<0> ,44.93,<0> ,29.1,<0> ,117.2,<0> ,9.5,<0> ,0.71,<0> ,0.67,<3> [GCC],8.0,<1> [SPC],2,<0> ,
noczbwq,P,10/19/2022 12:45,1,1,,17.2,<0> ,44.89,<0> ,29.1,<0> ,118.9,<0> ,9.6,<0> ,0.78,<0> ,0.74,<3> [GCC],8.0,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 13:00,1,1,,16.9,<0> ,44.99,<0> ,29.2,<0> ,122.5,<0> ,10.0,<0> ,0.85,<0> ,0.81,<3> [GCC],8.0,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 13:15,1,1,,17.0,<0> ,44.94,<0> ,29.1,<0> ,121.3,<0> ,9.8,<0> ,0.92,<0> ,0.88,<3> [GCC],8.0,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 13:30,1,1,,17.0,<0> ,44.97,<0> ,29.1,<0> ,123.6,<0> ,10.0,<0> ,0.98,<0> ,0.94,<3> [GCC],8.0,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 13:45,1,1,,17.2,<0> ,44.93,<0> ,29.1,<0> ,122.0,<0> ,9.9,<0> ,1.03,<0> ,0.99,<3> [GCC],8.0,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 14:00,1,1,,17.3,<0> ,44.91,<0> ,29.1,<0> ,122.8,<0> ,9.9,<0> ,1.07,<0> ,1.03,<3> [GCC],8.0,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 14:15,1,1,,17.3,<0> ,44.89,<0> ,29.1,<0> ,127.3,<0> ,10.3,<0> ,1.11,<0> ,1.07,<3> [GCC],8.0,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 14:30,1,1,,17.3,<0> ,44.97,<0> ,29.2,<0> ,129.7,<0> ,10.5,<0> ,1.14,<0> ,1.10,<3> [GCC],8.1,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 14:45,1,1,,17.3,<0> ,45.02,<0> ,29.2,<0> ,132.8,<0> ,10.7,<0> ,1.17,<0> ,1.13,<3> [GCC],8.1,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 15:00,1,1,,17.3,<0> ,45.01,<0> ,29.2,<0> ,133.1,<0> ,10.7,<0> ,1.20,<0> ,1.16,<3> [GCC],8.1,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 15:15,1,1,,17.2,<0> ,45.02,<0> ,29.2,<0> ,134.7,<0> ,10.9,<0> ,1.22,<0> ,1.18,<3> [GCC],8.1,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 15:30,1,1,,17.2,<0> ,45.02,<0> ,29.2,<0> ,133.4,<0> ,10.8,<0> ,1.21,<0> ,1.17,<3> [GCC],8.1,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 15:45,1,1,,17.1,<0> ,45.03,<0> ,29.2,<0> ,133.0,<0> ,10.8,<0> ,1.21,<0> ,1.17,<3> [GCC],8.1,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 16:00,1,1,,17.1,<0> ,44.91,<0> ,29.1,<0> ,131.5,<0> ,10.6,<0> ,1.19,<0> ,1.15,<3> [GCC],8.1,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 16:15,1,1,,17.0,<0> ,45.01,<0> ,29.2,<0> ,131.2,<0> ,10.6,<0> ,1.16,<0> ,1.12,<3> [GCC],8.1,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 16:30,1,1,,16.9,<0> ,45.02,<0> ,29.2,<0> ,130.3,<0> ,10.6,<0> ,1.13,<0> ,1.09,<3> [GCC],8.0,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 16:45,1,1,,16.9,<0> ,45.03,<0> ,29.2,<0> ,127.9,<0> ,10.4,<0> ,1.09,<0> ,1.05,<3> [GCC],8.0,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 17:00,1,1,,17.0,<0> ,45.01,<0> ,29.2,<0> ,129.3,<0> ,10.5,<0> ,1.05,<0> ,1.01,<3> [GCC],8.0,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 17:15,1,1,,16.9,<0> ,45.02,<0> ,29.2,<0> ,122.0,<0> ,9.9,<0> ,1.00,<0> ,0.96,<3> [GCC],8.0,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 17:30,1,1,,16.8,<0> ,45.01,<0> ,29.2,<0> ,120.4,<0> ,9.8,<0> ,0.96,<0> ,0.92,<3> [GCC],8.0,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 17:45,1,1,,16.7,<0> ,45.03,<0> ,29.2,<0> ,119.2,<0> ,9.7,<0> ,0.91,<0> ,0.86,<3> [GCC],8.0,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 18:00,1,1,,16.7,<0> ,45.10,<0> ,29.2,<0> ,109.9,<0> ,9.0,<0> ,0.87,<0> ,0.82,<3> [GCC],7.9,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 18:15,1,1,,16.7,<0> ,44.57,<0> ,28.9,<0> ,106.8,<0> ,8.7,<0> ,0.83,<0> ,0.78,<3> [GCC],7.9,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 18:30,1,1,,16.7,<0> ,45.11,<0> ,29.2,<0> ,103.9,<0> ,8.5,<0> ,0.79,<0> ,0.74,<3> [GCC],7.9,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 18:45,1,1,,16.7,<0> ,45.13,<0> ,29.3,<0> ,101.6,<0> ,8.3,<0> ,0.75,<0> ,0.70,<3> [GCC],7.9,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 19:00,1,1,,16.7,<0> ,45.11,<0> ,29.2,<0> ,100.6,<0> ,8.2,<0> ,0.71,<0> ,0.65,<3> [GCC],7.8,<1> [SPC],3,<0> ,
noczbwq,P,10/19/2022 19:15,1,1,,16.7,<0> ,42.85,<0> ,27.6,<0> ,99.6,<0> ,8.2,<0> ,0.67,<0> ,0.61,<3> [GCC],7.8,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 19:30,1,1,,16.7,<0> ,44.97,<0> ,29.1,<0> ,92.4,<0> ,7.5,<0> ,0.64,<0> ,0.58,<3> [GCC],7.8,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 19:45,1,1,,16.6,<0> ,45.12,<0> ,29.3,<0> ,92.4,<0> ,7.5,<0> ,0.60,<0> ,0.54,<3> [GCC],7.8,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 20:00,1,1,,16.6,<0> ,45.09,<0> ,29.2,<0> ,89.1,<0> ,7.3,<0> ,0.56,<0> ,0.50,<3> [GCC],7.7,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 20:15,1,1,,16.6,<0> ,44.92,<0> ,29.1,<0> ,88.0,<0> ,7.2,<0> ,0.52,<0> ,0.46,<3> [GCC],7.7,<1> [SPC],4,<0> ,
noczbwq,P,10/19/2022 20:30,1,1,,16.5,<0> ,45.01,<0> ,29.2,<0> ,86.4,<0> ,7.1,<0> ,0.49,<0> ,0.43,<3> [GCC],7.7,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 20:45,1,1,,16.5,<0> ,44.99,<0> ,29.2,<0> ,87.2,<0> ,7.1,<0> ,0.46,<0> ,0.39,<3> [GCC],7.7,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 21:00,1,1,,16.4,<0> ,44.98,<0> ,29.2,<0> ,86.6,<0> ,7.1,<0> ,0.42,<0> ,0.35,<3> [GCC],7.7,<1> [SPC],6,<0> ,
noczbwq,P,10/19/2022 21:15,1,1,,16.3,<0> ,44.96,<0> ,29.1,<0> ,88.5,<0> ,7.3,<0> ,0.39,<0> ,0.32,<3> [GCC],7.7,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 21:30,1,1,,16.2,<0> ,44.92,<0> ,29.1,<0> ,87.2,<0> ,7.2,<0> ,0.37,<0> ,0.30,<3> [GCC],7.7,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 21:45,1,1,,16.1,<0> ,44.89,<0> ,29.1,<0> ,86.7,<0> ,7.2,<0> ,0.34,<0> ,0.27,<3> [GCC],7.7,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 22:00,1,1,,16.0,<0> ,44.84,<0> ,29.0,<0> ,83.8,<0> ,6.9,<0> ,0.31,<0> ,0.24,<3> [GCC],7.7,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 22:15,1,1,,15.9,<0> ,44.80,<0> ,29.0,<0> ,81.0,<0> ,6.7,<0> ,0.29,<0> ,0.22,<3> [GCC],7.7,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 22:30,1,1,,15.8,<0> ,44.77,<0> ,29.0,<0> ,77.5,<0> ,6.4,<0> ,0.27,<0> ,0.20,<3> [GCC],7.6,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 22:45,1,1,,15.7,<0> ,44.62,<0> ,28.9,<0> ,73.1,<0> ,6.1,<0> ,0.25,<0> ,0.17,<3> [GCC],7.6,<1> [SPC],6,<0> ,
noczbwq,P,10/19/2022 23:00,1,1,,15.6,<0> ,44.66,<0> ,28.9,<0> ,70.2,<0> ,5.9,<0> ,0.23,<0> ,0.15,<3> [GCC],7.6,<1> [SPC],6,<0> ,
noczbwq,P,10/19/2022 23:15,1,1,,15.5,<0> ,44.63,<0> ,28.9,<0> ,67.5,<0> ,5.6,<0> ,0.21,<0> ,0.13,<3> [GCC],7.6,<1> [SPC],5,<0> ,
noczbwq,P,10/19/2022 23:30,1,1,,15.5,<0> ,44.62,<0> ,28.9,<0> ,63.3,<0> ,5.3,<0> ,0.21,<0> ,0.13,<3> [GCC],7.5,<1> [SPC],6,<0> ,
noczbwq,P,10/19/2022 23:45,1,1,,15.3,<0> ,44.61,<0> ,28.9,<0> ,66.8,<0> ,5.6,<0> ,0.22,<0> ,0.14,<3> [GCC],7.6,<1> [SPC],5,<0> ,
noczbwq,P,10/20/2022 00:00,1,1,,15.2,<0> ,44.69,<0> ,28.9,<0> ,67.6,<0> ,5.7,<0> ,0.25,<0> ,0.17,<3> [GCC],7.6,<1> [SPC],5,<0> ,
noczbwq,P,10/20/2022 00:15,1,1,,15.1,<0> ,44.33,<0> ,28.7,<0> ,61.6,<0> ,5.2,<0> ,0.28,<0> ,0.20,<3> [GCC],7.5,<1> [SPC],5,<0> ,
noczbwq,P,10/20/2022 00:30,1,1,,15.0,<0> ,44.75,<0> ,29.0,<0> ,64.6,<0> ,5.5,<0> ,0.32,<0> ,0.24,<3> [GCC],7.5,<1> [SPC],5,<0> ,
noczbwq,P,10/20/2022 00:45,1,1,,14.7,<0> ,44.67,<0> ,28.9,<0> ,62.5,<0> ,5.3,<0> ,0.36,<0> ,0.28,<3> [GCC],7.5,<1> [SPC],4,<0> ,
noczbwq,P,10/20/2022 01:00,1,1,,15.1,<0> ,44.63,<0> ,28.9,<0> ,72.0,<0> ,6.1,<0> ,0.42,<0> ,0.34,<3> [GCC],7.6,<1> [SPC],3,<0> ,
noczbwq,P,10/20/2022 01:15,1,1,,15.4,<0> ,44.54,<0> ,28.8,<0> ,77.8,<0> ,6.5,<0> ,0.48,<0> ,0.41,<3> [GCC],7.7,<1> [SPC],3,<0> ,
noczbwq,P,10/20/2022 01:30,1,1,,15.6,<0> ,14.34,<0> ,8.4,<0> ,85.1,<0> ,8.1,<0> ,0.55,<0> ,0.48,<3> [GCC],7.8,<1> [SPC],4,<0> ,
noczbwq,P,10/20/2022 01:45,1,1,,15.5,<0> ,44.59,<0> ,28.9,<0> ,88.8,<0> ,7.4,<0> ,0.61,<0> ,0.54,<3> [GCC],7.8,<1> [SPC],3,<0> ,
noczbwq,P,10/20/2022 02:00,1,1,,15.4,<0> ,44.48,<0> ,28.8,<0> ,92.9,<0> ,7.8,<0> ,0.69,<0> ,0.62,<3> [GCC],7.9,<1> [SPC],3,<0> ,
noczbwq,P,10/20/2022 02:15,1,1,,15.5,<0> ,44.29,<0> ,28.6,<0> ,94.4,<0> ,7.9,<0> ,0.77,<0> ,0.70,<3> [GCC],7.9,<1> [SPC],3,<0> ,
noczbwq,P,10/20/2022 02:30,1,1,,15.6,<0> ,26.78,<0> ,16.5,<0> ,93.7,<0> ,8.4,<0> ,0.85,<0> ,0.78,<3> [GCC],7.9,<1> [SPC],3,<0> ,
noczbwq,P,10/20/2022 02:45,1,1,,15.2,<0> ,43.07,<0> ,27.8,<0> ,87.6,<0> ,7.4,<0> ,0.91,<0> ,0.84,<3> [GCC],7.8,<1> [SPC],5,<0> ,
noczbwq,P,10/20/2022 03:00,1,1,,15.3,<0> ,45.01,<0> ,29.2,<0> ,85.1,<0> ,7.1,<0> ,0.96,<0> ,0.89,<3> [GCC],7.7,<1> [SPC],4,<0> ,
noczbwq,P,10/20/2022 03:15,1,1,,15.2,<0> ,45.01,<0> ,29.2,<0> ,84.2,<0> ,7.1,<0> ,0.99,<0> ,0.92,<3> [GCC],7.8,<1> [SPC],4,<0> ,
noczbwq,P,10/20/2022 03:30,1,1,,15.2,<0> ,38.74,<0> ,24.7,<0> ,87.1,<0> ,7.5,<0> ,1.02,<0> ,0.95,<3> [GCC],7.8,<1> [SPC],5,<0> ,
noczbwq,P,10/20/2022 03:45,1,1,,15.2,<0> ,44.99,<0> ,29.1,<0> ,87.7,<0> ,7.4,<0> ,1.03,<0> ,0.96,<3> [GCC],7.8,<1> [SPC],5,<0> ,
noczbwq,P,10/20/2022 04:00,1,1,,15.2,<0> ,21.77,<0> ,13.1,<0> ,88.4,<0> ,8.2,<0> ,1.07,<0> ,1.00,<3> [GCC],7.8,<1> [SPC],4,<0> ,
noczbwq,P,10/20/2022 04:15,1,1,,15.0,<0> ,44.86,<0> ,29.0,<0> ,86.7,<0> ,7.3,<0> ,1.06,<0> ,0.99,<3> [GCC],7.8,<1> [SPC],4,<0> ,
noczbwq,P,10/20/2022 04:30,1,1,,15.0,<0> ,44.75,<0> ,29.0,<0> ,86.0,<0> ,7.3,<0> ,1.05,<0> ,0.98,<3> [GCC],7.8,<1> [SPC],4,<0> ,
noczbwq,P,10/20/2022 04:45,1,1,,15.0,<0> ,44.83,<0> ,29.0,<0> ,86.1,<0> ,7.3,<0> ,1.04,<0> ,0.97,<3> [GCC],7.8,<1> [SPC],4,<0> ,
noczbwq,P,10/20/2022 05:00,1,1,,14.9,<0> ,44.79,<0> ,29.0,<0> ,85.2,<0> ,7.2,<0> ,0.99,<0> ,0.92,<3> [GCC],7.8,<1> [SPC],3,<0> ,
noczbwq,P,10/20/2022 05:15,1,1,,14.8,<0> ,15.25,<0> ,8.9,<0> ,87.4,<0> ,8.4,<0> ,0.98,<0> ,0.90,<3> [GCC],7.8,<1> [SPC],3,<0> ,
noczbwq,P,10/20/2022 05:30,1,1,,14.8,<0> ,44.63,<0> ,28.9,<0> ,87.0,<0> ,7.4,<0> ,0.92,<0> ,0.84,<3> [GCC],7.8,<1> [SPC],3,<0> ,
noczbwq,P,10/20/2022 05:45,1,1,,14.7,<0> ,44.67,<0> ,28.9,<0> ,86.0,<0> ,7.3,<0> ,0.88,<0> ,0.80,<3> [GCC],7.8,<1> [SPC],3,<0> ,
noczbwq,P,10/20/2022 06:00,1,1,,14.7,<0> ,39.31,<0> ,25.1,<0> ,81.9,<0> ,7.1,<0> ,0.85,<0> ,0.77,<3> [GCC],7.7,<1> [SPC],3,<0> ,
noczbwq,P,10/20/2022 06:15,1,1,,14.5,<0> ,43.05,<0> ,27.7,<0> ,79.3,<0> ,6.8,<0> ,0.80,<0> ,0.72,<3> [GCC],7.7,<1> [SPC],3,<0> ,
noczbwq,P,10/20/2022 06:30,1,1,,14.3,<0> ,44.70,<0> ,28.9,<0> ,84.6,<0> ,7.3,<0> ,0.76,<0> ,0.68,<3> [GCC],7.8,<1> [SPC],3,<0> ,
noczbwq,P,10/20/2022 06:45,1,1,,14.2,<0> ,44.80,<0> ,29.0,<0> ,79.0,<0> ,6.8,<0> ,0.72,<0> ,0.64,<3> [GCC],7.7,<1> [SPC],3,<0> ,
noczbwq,P,10/20/2022 07:00,1,1,,14.1,<0> ,44.88,<0> ,29.0,<0> ,75.5,<0> ,6.5,<0> ,0.67,<0> ,0.59,<3> [GCC],7.7,<1> [SPC],4,<0> ,
noczbwq,P,10/20/2022 07:15,1,1,,14.0,<0> ,44.89,<0> ,29.0,<0> ,74.9,<0> ,6.5,<0> ,0.63,<0> ,0.55,<3> [GCC],7.7,<1> [SPC],4,<0> ,
noczbwq,P,10/20/2022 07:30,1,1,,14.0,<0> ,45.05,<0> ,29.2,<0> ,72.7,<0> ,6.3,<0> ,0.59,<0> ,0.51,<3> [GCC],7.6,<1> [SPC],5,<0> ,
noczbwq,P,10/20/2022 07:45,1,1,,14.0,<0> ,45.06,<0> ,29.2,<0> ,72.5,<0> ,6.2,<0> ,0.55,<0> ,0.47,<3> [GCC],7.6,<1> [SPC],4,<0> ,
noczbwq,P,10/20/2022 08:00,1,1,,13.9,<0> ,42.96,<0> ,27.7,<0> ,72.7,<0> ,6.3,<0> ,0.52,<0> ,0.44,<3> [GCC],7.6,<1> [SPC],4,<0> ,
noczbwq,P,10/20/2022 08:15,1,1,,13.9,<0> ,19.85,<0> ,11.9,<0> ,73.1,<0> ,7.0,<0> ,0.48,<0> ,0.40,<3> [GCC],7.6,<1> [SPC],4,<0> ,
noczbwq,P,10/20/2022 08:30,1,1,,13.9,<0> ,44.95,<0> ,29.1,<0> ,73.5,<0> ,6.3,<0> ,0.44,<0> ,0.36,<3> [GCC],7.6,<1> [SPC],4,<0> ,
noczbwq,P,10/20/2022 08:45,1,1,,14.0,<0> ,44.93,<0> ,29.1,<0> ,76.3,<0> ,6.6,<0> ,0.41,<0> ,0.33,<3> [GCC],7.6,<1> [SPC],4,<0> ,
noczbwq,P,10/20/2022 09:00,1,1,,14.2,<0> ,44.92,<0> ,29.1,<0> ,78.1,<0> ,6.7,<0> ,0.38,<0> ,0.30,<3> [GCC],7.6,<1> [SPC],4,<0> ,
noczbwq,P,10/20/2022 09:15,1,1,,14.3,<0> ,15.99,<0> ,9.4,<0> ,79.6,<0> ,7.7,<0> ,0.35,<0> ,0.27,<3> [GCC],7.6,<1> [SPC],4,<0> ,
noczbwq,P,10/20/2022 09:30,1,1,,14.6,<0> ,17.32,<0> ,10.2,<0> ,79.2,<0> ,7.6,<0> ,0.32,<0> ,0.24,<3> [GCC],7.6,<1> [SPC],5,<0> ,
